0
5.8
7.6
5.8
5.6
5.9
4.2
6.1
5.3
6.6
5.5
5.8
4.2
4.1
6.1
4.7
3.6
4.2
5.5
6.5
4.2
5.2
4.6
5.9
3.6
7.0
4.6
3.5
3.3
5.9
3.8
5.3
6.6
5.5
5.3
2.9
5.2
5.4
5.1
5.3
5.7
5.8
3.5
4.9
5.1
3.6
3.8
4.6
4.9
6.7
3.5
5.2
